timestamp,vehicle_id,site_lat,site_lon,ambient_temp_c,relative_humidity,solar_radiation_wm2,wind_speed_ms,reefer_internal_temp,door_open_minutes,wbgt,cooling_load_mw,delivery_delay_min,worker_incident_flag,q10_recovery_temp,thermal_lag_hours
2026-06-08 08:00:00,V103,33.56077788739532,-112.02273976761867,38.02,20.7,884.9,3.37,2.79,16,31.59,4.7,0.61,0,30.91,343.71
2026-06-08 09:00:00,V101,33.44186758968996,-112.0388977534946,42.67,27.3,342.0,0.87,2.5,8,37.5,-2.32,6.63,1,24.62,543.0
2026-06-08 10:00:00,V103,33.4606074305528,-111.94375920070486,42.0,43.0,203.8,1.5,2.68,13,41.68,6.47,3.61,1,31.28,514.29
2026-06-08 11:00:00,V102,33.35353378956833,-112.1851509439519,47.67,27.9,245.1,5.76,1.86,10,42.91,59.32,19.66,1,30.82,757.29
2026-06-08 12:00:00,V103,33.39368153581464,-111.9500048785581,44.94,41.3,878.6,5.4,2.81,8,45.47,8.81,4.2,1,26.01,640.29
2026-06-08 13:00:00,V103,33.36907385052836,-111.9468226162165,42.31,33.2,685.6,4.09,4.51,13,39.24,-3.08,1.29,1,32.01,527.57
2026-06-08 14:00:00,V103,33.36185584935553,-112.11452759354071,40.79,22.4,404.8,3.03,6.69,10,34.06,9.62,3.02,0,28.25,462.43
2026-06-08 15:00:00,V103,33.49138823799479,-112.06114441349524,41.21,25.7,332.9,4.22,5.2,12,35.34,-2.54,-3.47,0,30.36,480.43
2026-06-08 16:00:00,V101,33.37706515429371,-112.06843845343876,37.66,17.5,420.7,3.9,4.95,8,29.97,4.2,-6.9,0,22.96,328.29
2026-06-08 17:00:00,V101,33.489604645806125,-112.13444704969376,36.18,25.0,286.1,3.63,1.56,9,30.43,-6.97,3.23,0,22.1,264.86
2026-06-08 18:00:00,V102,33.31753638423256,-112.08096094587412,32.71,35.3,906.1,0.83,4.18,9,30.19,2.89,4.73,0,21.11,116.14
2026-06-08 19:00:00,V101,33.342532318058126,-112.18668366834876,31.89,17.2,788.2,3.98,3.9,6,25.79,3.24,-4.69,0,16.53,81.0
2026-06-08 20:00:00,V101,33.38236207620004,-112.11665337816548,30.73,21.2,546.8,4.73,4.44,6,25.35,0.87,-1.55,0,16.3,31.29
2026-06-08 21:00:00,V102,33.47911407506871,-111.9549953473648,29.73,26.4,848.7,5.97,3.46,11,25.67,2.15,0.28,0,20.99,0.0
2026-06-08 22:00:00,V101,33.502752373526214,-112.11463130947114,31.33,44.5,387.1,0.56,6.49,7,30.04,17.08,-1.92,0,18.99,57.0
2026-06-08 23:00:00,V101,33.432815090033856,-111.95453799937552,33.28,38.5,737.8,4.52,4.08,11,31.02,2.7,-6.71,0,23.56,140.57
2026-06-09 00:00:00,V102,33.433737274373165,-112.04052016061868,32.32,37.0,842.1,3.64,4.23,10,29.94,0.4,1.85,0,21.99,99.43
2026-06-09 01:00:00,V102,33.517355055419586,-111.93604119679166,30.13,18.5,467.6,2.89,1.06,7,24.44,-0.76,-4.77,0,15.69,5.57
2026-06-09 02:00:00,V102,33.30474632752967,-112.02756613372068,32.26,38.4,768.1,1.2,3.84,5,30.2,3.39,-1.6,0,15.02,96.86
2026-06-09 03:00:00,V103,33.402327007342265,-112.19109953308056,32.58,38.6,421.3,2.75,5.72,3,30.12,8.67,1.45,0,12.68,110.57
2026-06-09 04:00:00,V103,33.54561211713577,-111.99737393773589,30.67,33.0,424.1,2.45,4.83,5,27.33,-2.76,-4.15,0,15.0,28.71
2026-06-09 05:00:00,V102,33.48096582306401,-112.18654392959291,32.23,44.7,280.3,2.17,0.77,4,30.82,5.87,0.54,0,11.14,95.57
2026-06-09 06:00:00,V102,33.40116813982662,-112.06482089430506,32.09,24.8,530.0,4.52,3.33,9,27.08,-0.94,-1.09,0,20.4,89.57
2026-06-09 07:00:00,V102,33.5716574376989,-111.92117199165808,33.39,43.2,747.3,4.35,6.6,11,32.1,-10.82,2.52,0,24.47,145.29
2026-06-09 08:00:00,V103,33.53178681823481,-112.15043881819864,38.54,42.4,905.2,3.74,3.77,2,37.83,-5.36,-2.1,0,10.07,366.0
2026-06-09 09:00:00,V103,33.37946863417102,-112.08303829411754,41.33,15.3,652.8,5.66,4.48,11,32.48,-11.87,4.1,0,29.06,485.57
2026-06-09 10:00:00,V101,33.49358695125772,-111.98104190734546,44.02,28.5,847.4,2.42,6.43,13,39.79,1.69,5.53,1,33.78,600.86
2026-06-09 11:00:00,V101,33.47872521845669,-111.93532243317156,45.17,44.3,816.9,1.84,3.77,10,47.03,10.75,2.71,1,29.94,650.14
2026-06-09 12:00:00,V102,33.42035637421169,-111.99871709857726,41.93,18.1,330.0,4.11,5.19,10,33.63,-0.89,-2.11,1,28.41,511.29
2026-06-09 13:00:00,V103,33.41008682376144,-112.12254802374264,42.18,31.4,564.4,1.59,4.62,10,38.51,-0.84,-4.89,1,28.36,522.0
2026-06-09 14:00:00,V103,33.40306814243271,-111.99761764412514,43.16,44.4,287.7,2.23,4.94,11,43.72,4.11,-5.43,1,30.44,564.0
2026-06-09 15:00:00,V103,33.485146735018695,-112.11098170766876,41.26,31.7,711.6,1.74,4.57,11,37.74,2.68,1.75,0,29.05,482.57
2026-06-09 16:00:00,V102,33.4327229809442,-111.9844712310544,38.77,20.7,912.4,0.88,3.18,8,32.39,1.63,2.71,0,22.78,375.86
2026-06-09 17:00:00,V101,33.549558933975426,-111.9137900617245,40.88,32.5,302.8,5.05,3.33,7,37.0,0.07,3.2,0,22.23,466.29
2026-06-09 18:00:00,V102,33.50088078484019,-111.98358196466812,32.86,21.1,750.4,1.9,2.72,8,27.35,4.93,-1.39,0,19.32,122.57
2026-06-09 19:00:00,V101,33.320979481712826,-111.94113584912628,33.7,30.6,674.2,3.1,1.54,6,29.83,-4.68,-0.59,0,16.05,158.57
2026-06-09 20:00:00,V101,33.49205046714845,-112.19936884704724,33.43,17.2,637.7,0.74,5.87,11,26.97,9.46,-2.73,0,24.26,147.0
2026-06-09 21:00:00,V102,33.381344230950056,-111.98472836258053,32.98,33.2,492.6,4.35,4.02,7,29.45,0.12,-2.04,0,18.6,127.71
2026-06-09 22:00:00,V101,33.477843597496026,-111.95112373294045,31.53,30.5,466.3,2.32,5.79,10,27.7,-0.02,0.6,0,22.06,65.57
2026-06-09 23:00:00,V101,33.504039579331035,-112.1878323787366,33.14,37.2,233.9,4.6,6.35,9,30.12,0.66,-3.53,0,22.25,134.57
2026-06-10 00:00:00,V103,33.3692487567462,-111.93852068181354,30.84,33.9,363.4,2.77,4.08,11,27.56,-6.82,-0.37,0,21.93,36.0
2026-06-10 01:00:00,V101,33.43705759346411,-112.122991731507,31.64,31.5,211.4,1.58,2.03,6,27.76,9.88,1.71,0,15.39,70.29
2026-06-10 02:00:00,V102,33.357097458845715,-112.0004123694066,31.27,35.7,636.1,3.32,3.71,5,28.52,2.55,-3.96,0,14.55,54.43
2026-06-10 03:00:00,V102,33.31570166273595,-111.95989353629298,32.12,19.3,279.4,1.22,2.99,6,25.99,-2.29,1.64,0,16.13,90.86
2026-06-10 04:00:00,V101,33.41354292704576,-112.0012006460822,35.47,32.9,854.8,2.92,1.03,10,32.19,-2.31,0.4,0,22.8,234.43
2026-06-10 05:00:00,V103,33.4088832815538,-112.17231456237802,29.2,20.2,592.4,2.25,3.25,10,24.18,-0.05,-0.62,0,19.65,0.0
2026-06-10 06:00:00,V103,33.59864414721128,-112.0211035443419,33.03,42.8,724.8,5.52,3.89,7,31.56,3.02,1.16,0,18.56,129.86
2026-06-10 07:00:00,V101,33.433905705359294,-112.03512490298336,32.69,17.1,508.1,0.84,3.04,5,26.25,-3.69,0.71,0,14.71,115.29
2026-06-10 08:00:00,V101,33.40007086484166,-111.92990361957771,37.29,27.9,620.4,4.32,2.84,4,32.45,-1.97,1.34,0,14.2,312.43
2026-06-10 09:00:00,V102,33.474142502015,-112.07872808110676,42.12,35.9,907.0,1.51,2.08,11,40.25,-9.0,6.11,1,28.79,519.43
2026-06-10 10:00:00,V101,33.32663021823233,-112.10367567087388,42.49,28.7,262.1,2.25,4.29,13,37.63,1.3,2.51,1,32.08,535.29
2026-06-10 11:00:00,V103,33.588499720786444,-111.97504477066909,41.97,17.8,390.5,2.79,6.8,5,33.69,2.55,0.6,1,20.64,513.0
2026-06-10 12:00:00,V101,33.49048801367731,-112.07619740217498,42.93,31.6,785.0,5.49,5.92,10,39.44,-5.3,1.53,1,29.31,554.14
2026-06-10 13:00:00,V102,33.52645134598225,-112.00617114749848,44.61,34.2,274.1,1.83,4.98,5,41.98,2.58,-1.89,1,20.57,626.14
2026-06-10 14:00:00,V102,33.351143381452175,-112.00606497296262,41.3,36.1,256.7,1.0,5.01,12,38.73,-2.15,1.03,0,30.37,484.29
2026-06-10 15:00:00,V102,33.42284335590156,-111.93358828069196,40.81,26.2,471.2,2.25,3.8,10,35.33,-4.53,-2.42,0,27.19,463.29
2026-06-10 16:00:00,V102,33.426806734018854,-112.02039227930428,38.07,31.9,269.1,1.08,1.29,10,34.04,10.01,0.97,0,24.54,345.86
2026-06-10 17:00:00,V102,33.546541933170325,-112.0493539170114,34.13,28.5,638.8,1.21,3.45,4,29.85,-4.26,1.76,0,13.56,177.0
2026-06-10 18:00:00,V101,33.30037100392782,-112.15833860208105,35.22,35.2,369.7,3.66,2.55,5,31.94,-0.55,-0.61,0,15.4,223.71
2026-06-10 19:00:00,V101,33.39025593250597,-112.1652787179964,32.95,32.5,871.8,0.83,4.23,13,29.84,5.99,1.73,0,25.12,126.43
2026-06-10 20:00:00,V101,33.59437091230329,-112.15370353041509,28.96,30.8,787.6,0.67,5.85,6,25.94,-2.62,-3.02,0,16.28,0.0
2026-06-10 21:00:00,V101,33.442465963051866,-112.14844545560187,32.28,22.5,724.8,4.43,6.96,12,27.0,8.27,2.77,0,24.65,97.71
2026-06-10 22:00:00,V102,33.414757884073204,-112.00863687220092,31.01,15.1,662.7,2.49,4.1,5,24.72,3.63,1.72,0,14.69,43.29
2026-06-10 23:00:00,V103,33.33594870060529,-111.97770562491765,33.28,20.2,847.6,1.19,1.5,10,27.64,2.7,4.6,0,21.59,140.57
2026-06-11 00:00:00,V101,33.59224938858841,-112.04100254312208,30.81,18.5,367.3,1.89,4.09,4,24.9,-9.44,1.79,0,12.9,34.71
2026-06-11 01:00:00,V103,33.306007906777744,-111.95129468023636,31.83,28.5,854.8,4.03,4.13,11,27.9,-1.5,5.6,0,22.61,78.43
2026-06-11 02:00:00,V101,33.521154067502174,-111.90262103197992,32.76,33.4,792.1,2.02,5.02,5,29.7,1.11,-4.83,0,15.93,118.29
2026-06-11 03:00:00,V101,33.53057994143655,-111.9539962112642,33.3,21.4,761.1,3.22,3.97,8,27.71,1.15,-1.6,0,20.12,141.43
2026-06-11 04:00:00,V103,33.37309701481916,-111.99153528789722,30.2,43.2,620.9,1.17,4.1,9,28.89,-0.19,2.82,0,19.59,8.57
2026-06-11 05:00:00,V102,33.50146753308391,-112.04025219016886,31.5,15.2,384.7,3.73,3.05,10,24.75,3.13,2.49,0,21.03,64.29
2026-06-11 06:00:00,V101,33.32787874331382,-112.0653440784976,31.29,38.2,517.7,2.24,3.53,4,28.92,-8.97,-1.04,0,12.68,55.29
2026-06-11 07:00:00,V101,33.37711417992962,-112.17468228583664,34.13,33.8,795.2,3.95,4.77,7,30.98,0.87,-1.5,0,19.55,177.0
2026-06-11 08:00:00,V101,33.53637059648768,-112.0801893754816,40.65,26.2,223.8,4.95,0.99,7,34.79,2.18,3.82,0,20.96,456.43
2026-06-11 09:00:00,V103,33.55940585761006,-111.92695960896536,41.09,16.5,786.5,3.86,3.52,4,32.88,-7.53,1.05,0,15.91,475.29
2026-06-11 10:00:00,V102,33.482545923797936,-111.95759321102804,40.5,33.8,380.1,2.13,5.03,18,37.2,2.95,-1.43,0,34.64,450.0
2026-06-11 11:00:00,V103,33.45205152954615,-112.1351845904965,44.97,26.6,308.2,1.91,6.46,7,39.61,1.58,3.46,1,25.85,641.57
2026-06-11 12:00:00,V103,33.34779120618569,-112.06001766459084,47.18,43.1,286.8,2.3,3.4,7,48.92,44.81,19.39,1,25.44,736.29
2026-06-11 13:00:00,V102,33.31893270992374,-111.95498303923245,45.14,31.3,220.4,1.41,5.78,1,41.5,10.55,-6.02,1,9.53,648.86
2026-06-11 14:00:00,V103,33.335294708542065,-112.17978463356437,40.11,43.2,592.7,1.5,6.54,8,39.74,-1.15,-3.21,0,25.03,433.29
2026-06-11 15:00:00,V102,33.368207190028826,-112.0837822242994,39.76,21.6,363.7,4.85,3.42,8,32.76,-2.28,2.06,0,23.43,418.29
2026-06-11 16:00:00,V101,33.40250235056907,-111.94444762893782,39.9,36.8,942.1,2.62,3.16,6,37.94,-2.5,3.04,0,19.74,424.29
2026-06-11 17:00:00,V102,33.414272857653295,-112.07883064074896,34.04,33.5,630.8,2.9,3.73,9,30.72,-1.56,-1.32,0,21.72,173.14
2026-06-11 18:00:00,V101,33.4038965305767,-112.17671560658056,32.67,37.2,303.4,3.77,3.88,4,29.77,-1.44,-0.47,0,13.37,114.43
2026-06-11 19:00:00,V103,33.37171659965918,-112.03723968944033,33.16,21.4,716.6,3.74,5.64,6,27.52,6.87,0.53,0,18.06,135.43
2026-06-11 20:00:00,V103,33.45291727402551,-111.94147725152452,30.61,34.9,873.3,0.87,2.84,12,28.13,-4.18,0.01,0,22.25,26.14
2026-06-11 21:00:00,V101,33.54758583246987,-112.02291433711406,31.91,29.9,758.9,5.07,6.31,15,28.08,3.75,-0.11,0,26.2,81.86
2026-06-11 22:00:00,V103,33.38391106154144,-112.13211626753574,27.14,37.3,257.3,1.48,2.8,3,24.76,-3.18,1.62,0,9.11,0.0
2026-06-11 23:00:00,V102,33.58271610573067,-112.0847281139588,30.46,24.8,871.9,4.48,2.1,9,26.09,3.71,1.54,0,18.93,19.71
2026-06-12 00:00:00,V101,33.56200099851716,-112.06496299164544,31.62,41.7,795.4,4.75,4.79,6,30.03,2.65,-1.2,0,16.9,69.43
2026-06-12 01:00:00,V103,33.34852926340563,-112.02622009385384,30.13,17.5,318.7,4.43,5.85,5,24.05,-2.04,-1.04,0,15.4,5.57
2026-06-12 02:00:00,V101,33.53588278702713,-111.9721946922742,34.45,39.2,238.8,3.68,4.27,4,31.9,4.9,1.36,0,14.22,190.71
2026-06-12 03:00:00,V102,33.47237621469533,-112.17033791470782,29.85,40.8,618.0,0.58,4.65,13,28.18,-4.01,0.99,0,22.98,0.0
2026-06-12 04:00:00,V102,33.469972608651425,-111.93310439009474,31.34,39.5,317.0,2.48,6.93,7,28.99,3.16,1.62,0,19.22,57.43
2026-06-12 05:00:00,V103,33.41731282891745,-112.1963070890952,32.2,30.4,825.9,3.83,5.87,8,28.56,1.95,-5.06,0,20.37,94.29
2026-06-12 06:00:00,V102,33.4503458997546,-112.08898429959773,34.16,28.2,468.8,2.63,4.05,8,29.57,2.44,2.26,0,20.63,178.29
2026-06-12 07:00:00,V101,33.41915363322876,-112.1917739070082,32.95,44.9,884.7,5.25,3.35,9,32.06,-4.12,-2.85,0,20.92,126.43
2026-06-12 08:00:00,V102,33.461919785627984,-112.08210773239642,39.74,21.9,624.3,2.2,5.64,10,33.22,6.12,-6.03,0,27.2,417.43
2026-06-12 09:00:00,V101,33.48838501583179,-112.042256220338,40.5,31.4,337.0,2.11,5.24,14,36.44,-6.38,2.83,0,31.8,450.0
2026-06-12 10:00:00,V101,33.50229114192271,-112.04649558402556,40.92,35.1,304.7,1.96,4.63,3,37.99,-8.36,-6.92,0,14.04,468.0
2026-06-12 11:00:00,V102,33.459744357767825,-112.15031149589151,44.28,36.0,632.4,2.33,3.51,4,42.57,-0.16,3.11,1,16.95,612.0
2026-06-12 12:00:00,V103,33.51642662019862,-112.00627784697132,44.3,21.1,771.4,3.57,3.89,8,37.28,-3.21,-2.71,1,26.14,612.86
2026-06-12 13:00:00,V102,33.34238341478265,-112.1865664648486,42.69,34.6,786.1,4.39,3.78,9,40.22,1.84,2.67,1,26.87,543.86
2026-06-12 14:00:00,V101,33.36359474727067,-111.97142795396029,42.5,39.6,406.8,4.14,3.53,13,41.28,-4.69,-1.98,1,31.88,535.71
2026-06-12 15:00:00,V101,33.54562050122228,-111.91600666980194,39.91,16.5,353.2,4.94,3.1,5,31.42,10.07,0.37,0,17.58,424.71
2026-06-12 16:00:00,V102,33.39675839335392,-112.09806935185466,38.17,42.3,212.6,5.37,4.4,8,36.6,2.51,-0.4,0,23.0,350.14
2026-06-12 17:00:00,V103,33.306868147492835,-112.0448281854857,36.1,15.9,709.4,4.99,3.03,4,28.59,-2.11,-1.17,0,13.93,261.43
2026-06-12 18:00:00,V103,33.346137344900406,-112.08632691658237,34.38,25.7,257.4,0.6,4.27,8,29.13,0.89,2.18,0,20.85,187.71
2026-06-12 19:00:00,V101,33.36708433034889,-112.19798688290878,30.14,15.5,515.6,4.55,0.85,5,23.91,5.25,-2.7,0,12.37,6.0
2026-06-12 20:00:00,V101,33.58719686636838,-112.08423764913148,35.2,17.3,651.3,1.65,3.1,12,28.32,2.79,4.83,0,25.53,222.86
2026-06-12 21:00:00,V103,33.47191242867925,-111.9624839222216,29.07,42.3,902.8,1.23,5.65,6,27.93,6.75,1.65,0,16.22,0.0
2026-06-12 22:00:00,V102,33.57981922214288,-112.02120334734497,31.77,25.6,433.9,4.01,2.65,9,26.89,-6.02,4.72,0,19.93,75.86
2026-06-12 23:00:00,V101,33.472549005148984,-112.16962202561544,32.88,27.7,387.3,2.26,4.89,8,28.28,6.64,1.55,0,20.3,123.43
2026-06-13 00:00:00,V101,33.443806332041355,-111.94585815309188,32.42,21.5,690.6,0.81,2.77,12,27.07,0.54,1.38,0,23.49,103.71
2026-06-13 01:00:00,V103,33.39411830735823,-112.04067439653444,31.07,32.9,664.4,1.26,5.16,11,27.97,7.89,3.67,0,22.45,45.86
2026-06-13 02:00:00,V102,33.481911283330014,-111.9474829914766,31.69,32.8,449.1,0.51,3.55,6,28.33,-0.53,-0.11,0,16.25,72.43
2026-06-13 03:00:00,V103,33.341759407385254,-112.02593354436448,31.26,26.2,896.1,5.47,3.5,7,26.97,6.72,1.08,0,17.47,54.0
2026-06-13 04:00:00,V102,33.56947848818781,-112.03209346654862,31.12,25.0,833.6,0.64,4.08,3,26.82,-5.94,-0.27,0,11.09,48.0
2026-06-13 05:00:00,V102,33.54879972154239,-112.1684222444409,33.27,41.5,368.0,1.65,1.98,10,31.39,-3.18,-2.12,0,21.76,140.14
2026-06-13 06:00:00,V102,33.39525943436302,-112.14979208005842,32.54,26.5,379.4,2.79,5.46,4,27.72,-2.86,-0.03,0,14.39,108.86
2026-06-13 07:00:00,V101,33.58583925828039,-111.90839242305104,34.07,29.8,584.2,2.46,5.96,9,29.95,3.54,1.84,0,22.64,174.43
2026-06-13 08:00:00,V103,33.54756023022467,-112.13145397597356,39.35,23.5,780.2,5.51,3.46,13,33.31,-7.05,-2.44,0,29.57,400.71
2026-06-13 09:00:00,V103,33.499892065750515,-111.90676436460288,40.95,38.6,233.0,0.72,4.79,13,39.07,-6.85,0.0,0,31.1,469.29
2026-06-13 10:00:00,V102,33.33652857333758,-112.04042618804272,43.61,26.9,720.0,3.32,5.17,11,38.61,8.5,-0.08,1,30.81,583.29
2026-06-13 11:00:00,V101,33.44347020691442,-112.15926328588084,44.54,30.4,686.2,4.24,3.86,11,40.8,1.96,-1.03,1,31.0,623.14
2026-06-13 12:00:00,V101,33.451832266454026,-112.1702093391739,42.76,22.6,373.6,5.62,2.34,6,35.82,-1.44,1.04,1,20.58,546.86
2026-06-13 13:00:00,V103,33.36976540750961,-112.13734077878829,42.75,44.6,711.0,3.91,6.39,4,43.58,-1.08,-0.09,1,18.38,546.43
2026-06-13 14:00:00,V101,33.323989618307785,-111.9223088009924,43.51,23.7,905.1,4.92,3.41,11,37.5,6.48,-1.36,1,30.16,579.0
2026-06-13 15:00:00,V101,33.53301708914151,-112.07575493270154,41.4,38.1,235.1,0.96,3.09,6,39.45,8.3,-4.15,0,20.38,488.57
2026-06-13 16:00:00,V102,33.33661051563732,-112.08136971960214,37.97,27.8,439.7,2.62,6.46,3,32.98,-0.34,-1.14,0,14.63,341.57
2026-06-13 17:00:00,V101,33.47828722516853,-112.10603812167896,35.28,21.2,528.6,2.56,4.92,15,29.08,-1.14,0.75,0,28.51,226.29
2026-06-13 18:00:00,V102,33.5809347521651,-112.15588144483004,33.92,39.0,874.4,5.37,4.39,4,31.87,3.3,0.07,0,14.13,168.0
2026-06-13 19:00:00,V103,33.56283155777941,-112.05364464084228,31.11,25.0,921.7,1.33,2.54,14,26.86,6.16,-0.65,0,24.06,47.57
2026-06-13 20:00:00,V101,33.383325787124775,-112.16098566524666,32.82,41.0,533.1,1.34,5.2,7,31.01,0.22,2.97,0,19.1,120.86
2026-06-13 21:00:00,V103,33.55543459126538,-111.9493559290853,31.7,42.5,762.5,2.31,8.34,7,30.34,4.89,1.59,0,20.1,72.86
2026-06-13 22:00:00,V103,33.30009975183614,-112.08888090411742,31.67,40.8,598.7,0.8,5.32,11,29.91,-1.94,-1.46,0,22.9,71.57
2026-06-13 23:00:00,V101,33.30530634288397,-112.08755892966546,33.65,16.1,603.3,1.5,4.74,5,26.84,3.7,3.64,0,16.12,156.43
2026-06-14 00:00:00,V101,33.48076594915286,-112.05779807145504,33.24,38.6,408.6,5.81,5.08,8,30.61,-0.7,-1.0,0,20.59,138.86
2026-06-14 01:00:00,V103,33.40943946574336,-112.06676168605028,33.22,27.3,362.7,2.86,3.51,7,28.44,-2.55,2.79,0,18.47,138.0
2026-06-14 02:00:00,V101,33.41593825234774,-111.9015426080822,33.96,41.2,416.0,3.98,3.49,3,31.97,-11.88,5.36,0,11.39,169.71
2026-06-14 03:00:00,V102,33.46933232720367,-112.03638566363452,32.03,34.1,617.2,4.49,3.47,7,28.85,-3.26,-2.78,0,17.85,87.0
2026-06-14 04:00:00,V102,33.35753473667756,-112.17353948886304,33.02,40.0,221.9,2.52,3.14,8,30.65,-3.64,1.02,0,19.59,129.43
2026-06-14 05:00:00,V101,33.36352660519964,-112.01793679752691,31.53,30.0,880.4,1.31,3.47,6,28.07,-2.6,0.8,0,16.13,65.57
2026-06-14 06:00:00,V103,33.44538047610566,-112.15452471213904,32.49,31.1,317.2,1.64,3.46,5,28.55,-6.95,-6.49,0,14.88,106.71
2026-06-14 07:00:00,V101,33.52627606330316,-112.1907187065806,34.91,19.3,365.1,2.22,3.63,8,28.22,3.53,-0.94,0,20.85,210.43
2026-06-14 08:00:00,V101,33.48584932542228,-111.90877735389684,38.15,38.5,588.7,4.0,3.59,5,36.02,-2.15,-2.45,0,17.19,349.29
2026-06-14 09:00:00,V103,33.38920651447105,-111.96793833253965,41.38,27.6,732.6,2.69,4.36,9,36.57,-0.85,0.27,0,26.33,487.71
2026-06-14 10:00:00,V103,33.429101153252674,-111.90596730227588,41.16,30.0,271.8,0.54,4.12,6,36.73,3.94,1.75,0,20.83,478.29
2026-06-14 11:00:00,V102,33.351199427565,-112.05663646559331,46.73,38.6,438.3,3.38,4.25,9,46.51,41.64,13.38,1,29.46,717.0
2026-06-14 12:00:00,V103,33.322388944301125,-112.04032274065533,42.49,33.0,926.5,5.57,6.28,12,39.54,-4.04,0.84,1,31.58,535.29
2026-06-14 13:00:00,V102,33.53480881222325,-112.14949891322426,41.77,21.0,396.8,4.97,4.12,12,34.43,-7.51,-5.99,1,30.43,504.43
2026-06-14 14:00:00,V103,33.379616222756454,-112.12592777199971,44.13,32.7,434.8,5.04,7.32,5,40.87,-4.65,-1.2,1,21.8,605.57
2026-06-14 15:00:00,V101,33.35332991635537,-111.94843523552916,41.67,27.2,827.4,4.87,4.53,8,36.73,-3.89,-0.29,1,24.98,500.14
2026-06-14 16:00:00,V102,33.5074854166708,-112.09314430586473,38.94,29.1,237.7,2.28,3.33,6,34.08,-0.21,5.5,0,19.4,383.14
2026-06-14 17:00:00,V102,33.48541550228616,-111.95195550786109,36.05,15.8,548.5,4.71,6.02,4,28.38,-3.04,-0.3,0,15.92,259.29
2026-06-14 18:00:00,V102,33.48995688780404,-111.9872958827139,31.98,21.3,484.7,1.29,3.88,6,26.45,-2.42,0.53,0,16.56,84.86
2026-06-14 19:00:00,V101,33.36866838145398,-112.14684872241844,30.65,23.4,437.4,4.12,0.41,8,25.59,6.87,3.2,0,17.06,27.86
2026-06-14 20:00:00,V101,33.3697936615688,-112.04776609016407,32.11,36.4,414.3,4.03,3.99,5,29.18,6.04,-1.35,0,15.05,90.43
2026-06-14 21:00:00,V101,33.36624078893569,-111.9967838035444,30.98,15.3,268.5,0.64,3.63,7,24.43,-0.08,0.85,0,17.4,42.0
2026-06-14 22:00:00,V101,33.352125778698685,-112.12948883555886,33.46,27.3,436.1,4.83,6.41,9,28.62,-6.21,-1.83,0,22.46,148.29
2026-06-14 23:00:00,V101,33.496717101768496,-111.950793446844,31.78,42.7,232.3,5.47,2.65,7,29.77,5.89,1.21,0,17.31,76.29
2026-06-15 00:00:00,V102,33.55440476557482,-112.03655170273645,30.76,18.4,785.7,1.97,3.5,12,25.26,0.27,3.43,0,22.55,32.57
2026-06-15 01:00:00,V101,33.517295240903,-112.15042738486724,31.52,30.5,498.7,4.97,5.9,10,27.59,-1.25,-0.5,0,22.09,65.14
2026-06-15 02:00:00,V102,33.537628090128166,-112.02510467215062,32.62,38.6,532.9,0.95,4.59,13,30.36,1.2,-2.01,0,24.98,112.29
2026-06-15 03:00:00,V101,33.42143952872556,-111.90008585875324,31.15,43.3,870.2,3.8,3.74,4,29.97,1.54,-5.03,0,12.78,49.29
2026-06-15 04:00:00,V103,33.4962227386116,-112.15484355250098,30.77,37.4,693.5,3.17,2.87,10,28.42,3.72,1.6,0,20.51,33.0
2026-06-15 05:00:00,V102,33.40627087213343,-111.95497292096417,32.37,36.6,206.0,3.5,4.53,8,29.28,3.98,5.77,0,19.86,101.57
2026-06-15 06:00:00,V103,33.45765138659059,-112.13780729904374,32.37,39.8,907.4,5.59,3.96,6,30.49,-1.75,-3.86,0,16.78,101.57
2026-06-15 07:00:00,V102,33.444490453960455,-111.96528350116198,34.35,28.4,377.9,5.29,2.85,6,29.56,2.99,6.63,0,17.06,186.43
2026-06-15 08:00:00,V103,33.35306614354315,-111.97962662306358,37.29,39.2,280.7,4.82,2.93,12,34.91,-2.21,-3.03,0,26.94,312.43
2026-06-15 09:00:00,V101,33.416123628100685,-112.10985318431987,40.83,15.2,776.1,2.01,2.78,13,32.35,5.75,4.47,0,30.46,464.14
2026-06-15 10:00:00,V101,33.58914668264471,-112.10225306473068,40.22,42.7,575.4,5.52,2.51,11,39.52,-2.19,-2.95,0,27.67,438.0
2026-06-15 11:00:00,V101,33.37457407731448,-111.96224358241112,41.48,28.3,525.3,1.04,5.4,11,36.77,4.25,0.1,0,29.47,492.0
2026-06-15 12:00:00,V102,33.34014112088384,-112.0615663464338,42.92,31.6,387.1,5.19,5.2,5,39.04,0.85,0.77,1,20.04,553.71
2026-06-15 13:00:00,V103,33.42557418648718,-111.98075459138646,43.27,22.6,610.6,2.3,5.4,8,36.72,5.58,2.17,1,26.25,568.71
2026-06-15 14:00:00,V101,33.53710132075805,-112.15560475579024,42.86,37.3,405.8,0.8,4.01,9,41.13,-0.24,-2.36,1,27.06,551.14
2026-06-15 15:00:00,V103,33.47464446893399,-111.94423266542954,42.7,17.3,876.2,4.18,3.64,15,34.58,0.32,-0.3,1,33.98,544.29
2026-06-15 16:00:00,V103,33.50429244817148,-111.9867345849953,39.29,41.2,361.4,1.77,3.66,12,37.94,-4.97,-3.06,0,28.56,398.14
2026-06-15 17:00:00,V101,33.3569084544524,-111.92791715734955,34.87,39.8,863.3,1.84,5.53,7,33.18,-5.87,-5.45,0,20.3,208.71
